road_id,accident_id,road_type,lighting,road_condition,response_time
R1747,1747,Highway,Daylight,Damaged,10-20 min
R1748,1748,Rural Road,Dim Light,Under Construction,<10 min
R1749,1749,Expressway,Street Light,Wet,<10 min
R1750,1750,City Road,No Light,Under Construction,>30 min
R1751,1751,Highway,Dim Light,Dry,<10 min
R1752,1752,Expressway,No Light,Wet,<10 min
R1753,1753,Rural Road,Street Light,Dry,>30 min
R1754,1754,Expressway,Daylight,Under Construction,20-30 min
R1755,1755,City Road,Dim Light,Under Construction,<10 min
R1756,1756,Highway,Dim Light,Damaged,>30 min
R1757,1757,Expressway,Dim Light,Dry,10-20 min
R1758,1758,Expressway,Daylight,Dry,10-20 min
R1759,1759,Rural Road,Dim Light,Damaged,10-20 min
R1760,1760,Highway,Street Light,Dry,10-20 min
R1761,1761,Expressway,Street Light,Under Construction,>30 min
R1762,1762,Highway,No Light,Damaged,10-20 min
R1763,1763,Highway,Street Light,Damaged,>30 min
R1764,1764,Expressway,No Light,Wet,<10 min
R1765,1765,Rural Road,No Light,Under Construction,20-30 min
R1766,1766,City Road,Daylight,Damaged,<10 min
R1767,1767,Expressway,Street Light,Dry,20-30 min
R1768,1768,Expressway,No Light,Dry,>30 min
R1769,1769,City Road,Dim Light,Under Construction,<10 min
R1770,1770,Rural Road,No Light,Under Construction,<10 min
R1771,1771,Highway,Dim Light,Wet,10-20 min
R1772,1772,Rural Road,Dim Light,Wet,10-20 min
R1773,1773,Rural Road,Street Light,Dry,10-20 min
R1774,1774,Expressway,No Light,Wet,20-30 min
R1775,1775,Highway,Street Light,Wet,20-30 min
R1776,1776,Expressway,No Light,Damaged,20-30 min
R1777,1777,City Road,No Light,Under Construction,10-20 min
R1778,1778,Expressway,Street Light,Wet,>30 min
R1779,1779,Highway,Street Light,Dry,20-30 min
R1780,1780,Highway,Dim Light,Wet,20-30 min
R1781,1781,Highway,Dim Light,Damaged,>30 min
R1782,1782,City Road,Daylight,Wet,<10 min
R1783,1783,City Road,Dim Light,Under Construction,<10 min
R1784,1784,Expressway,No Light,Damaged,<10 min
R1785,1785,Rural Road,Daylight,Under Construction,20-30 min
R1786,1786,Expressway,No Light,Dry,10-20 min
R1787,1787,City Road,Street Light,Wet,>30 min
R1788,1788,Highway,Dim Light,Under Construction,>30 min
R1789,1789,Rural Road,Street Light,Wet,<10 min
R1790,1790,City Road,No Light,Damaged,<10 min
R1791,1791,Rural Road,Street Light,Under Construction,20-30 min
R1792,1792,City Road,Street Light,Damaged,>30 min
R1793,1793,Highway,Dim Light,Under Construction,>30 min
R1794,1794,Highway,Street Light,Under Construction,>30 min
R1795,1795,City Road,Daylight,Under Construction,10-20 min
R1796,1796,City Road,Dim Light,Under Construction,<10 min
R1797,1797,Rural Road,No Light,Wet,>30 min
R1798,1798,Rural Road,Dim Light,Under Construction,>30 min
R1799,1799,Highway,No Light,Damaged,>30 min
R1800,1800,City Road,Dim Light,Dry,>30 min
R1801,1801,Highway,Street Light,Damaged,10-20 min
R1802,1802,City Road,Dim Light,Dry,10-20 min
R1803,1803,Highway,No Light,Damaged,20-30 min
R1804,1804,Expressway,Street Light,Wet,<10 min
R1805,1805,City Road,Dim Light,Dry,10-20 min
R1806,1806,City Road,Daylight,Under Construction,10-20 min
R1807,1807,City Road,Dim Light,Under Construction,<10 min
R1808,1808,Expressway,No Light,Damaged,<10 min
R1809,1809,Expressway,Daylight,Wet,>30 min
R1810,1810,Highway,No Light,Dry,<10 min
R1811,1811,Highway,Dim Light,Dry,>30 min
R1812,1812,Highway,Street Light,Damaged,20-30 min
R1813,1813,Expressway,Street Light,Under Construction,>30 min
R1814,1814,Expressway,Street Light,Dry,10-20 min
R1815,1815,Rural Road,Street Light,Under Construction,20-30 min
R1816,1816,Rural Road,Daylight,Wet,20-30 min
R1817,1817,City Road,Dim Light,Wet,>30 min
R1818,1818,Expressway,Daylight,Under Construction,20-30 min
R1819,1819,City Road,Daylight,Wet,>30 min
R1820,1820,Expressway,Street Light,Wet,>30 min
R1821,1821,Expressway,No Light,Under Construction,10-20 min
R1822,1822,Expressway,No Light,Dry,<10 min
R1823,1823,Highway,Street Light,Dry,>30 min
R1824,1824,Highway,No Light,Wet,>30 min
R1825,1825,City Road,Daylight,Wet,<10 min
R1826,1826,City Road,Street Light,Wet,<10 min
R1827,1827,Rural Road,Street Light,Wet,>30 min
R1828,1828,City Road,Dim Light,Damaged,20-30 min
R1829,1829,Expressway,No Light,Under Construction,<10 min
R1830,1830,Highway,Daylight,Damaged,>30 min
R1831,1831,Expressway,Street Light,Damaged,10-20 min
R1832,1832,Rural Road,Dim Light,Wet,20-30 min
R1833,1833,City Road,Dim Light,Damaged,>30 min
R1834,1834,Expressway,No Light,Dry,>30 min
R1835,1835,Expressway,Dim Light,Dry,20-30 min
R1836,1836,Rural Road,No Light,Damaged,10-20 min
R1837,1837,Expressway,No Light,Wet,20-30 min
R1838,1838,City Road,Street Light,Under Construction,<10 min
R1839,1839,Expressway,Daylight,Damaged,20-30 min
R1840,1840,Highway,No Light,Damaged,10-20 min
R1841,1841,Expressway,No Light,Dry,<10 min
R1842,1842,Expressway,Dim Light,Under Construction,10-20 min
R1843,1843,Highway,Dim Light,Dry,20-30 min
R1844,1844,Rural Road,Dim Light,Dry,<10 min
R1845,1845,Highway,Dim Light,Wet,20-30 min
R1846,1846,City Road,Daylight,Damaged,<10 min
R1847,1847,Highway,Dim Light,Wet,<10 min
R1848,1848,Expressway,Street Light,Wet,<10 min
R1849,1849,Expressway,Street Light,Under Construction,<10 min
R1850,1850,City Road,Street Light,Wet,<10 min
R1851,1851,Highway,Daylight,Dry,20-30 min
R1852,1852,City Road,Dim Light,Under Construction,<10 min
R1853,1853,Expressway,Street Light,Damaged,20-30 min
R1854,1854,Rural Road,Daylight,Under Construction,>30 min
R1855,1855,Rural Road,No Light,Wet,>30 min
R1856,1856,Rural Road,No Light,Wet,20-30 min
R1857,1857,Highway,Daylight,Under Construction,<10 min
R1858,1858,City Road,No Light,Dry,<10 min
R1859,1859,City Road,Street Light,Under Construction,<10 min
R1860,1860,Expressway,No Light,Wet,20-30 min
R1861,1861,Rural Road,Street Light,Under Construction,20-30 min
R1862,1862,Highway,Daylight,Under Construction,20-30 min
R1863,1863,City Road,Street Light,Under Construction,20-30 min
R1864,1864,Expressway,Dim Light,Dry,10-20 min
R1865,1865,Rural Road,No Light,Dry,<10 min
R1866,1866,City Road,No Light,Wet,10-20 min
R1867,1867,Rural Road,No Light,Under Construction,<10 min
R1868,1868,City Road,Daylight,Under Construction,20-30 min
R1869,1869,Rural Road,No Light,Damaged,<10 min
R1870,1870,Rural Road,Street Light,Wet,10-20 min
R1871,1871,Highway,Street Light,Damaged,20-30 min
R1872,1872,Rural Road,Dim Light,Dry,20-30 min
R1873,1873,Highway,Daylight,Damaged,>30 min
R1874,1874,Highway,No Light,Under Construction,>30 min
R1875,1875,Rural Road,Daylight,Under Construction,20-30 min
R1876,1876,Rural Road,Dim Light,Wet,20-30 min
R1877,1877,Highway,Street Light,Wet,<10 min
R1878,1878,Highway,Daylight,Wet,<10 min
R1879,1879,Rural Road,Dim Light,Dry,>30 min
R1880,1880,Rural Road,No Light,Under Construction,<10 min
R1881,1881,Highway,No Light,Under Construction,<10 min
R1882,1882,Rural Road,Street Light,Wet,>30 min
R1883,1883,Rural Road,No Light,Damaged,20-30 min
R1884,1884,Highway,Street Light,Dry,<10 min
R1885,1885,Highway,Street Light,Wet,>30 min
R1886,1886,Highway,No Light,Under Construction,10-20 min
R1887,1887,Rural Road,Daylight,Wet,10-20 min
R1888,1888,City Road,Street Light,Damaged,10-20 min
R1889,1889,Highway,Street Light,Under Construction,20-30 min
R1890,1890,Highway,Street Light,Damaged,<10 min
R1891,1891,City Road,Daylight,Wet,<10 min
R1892,1892,Rural Road,Daylight,Damaged,>30 min
R1893,1893,Expressway,Street Light,Damaged,<10 min
R1894,1894,Highway,Dim Light,Under Construction,20-30 min
R1895,1895,City Road,No Light,Under Construction,20-30 min
R1896,1896,City Road,Dim Light,Dry,20-30 min
R1897,1897,Expressway,Dim Light,Under Construction,>30 min
R1898,1898,Expressway,Dim Light,Dry,<10 min
R1899,1899,City Road,Dim Light,Damaged,<10 min
R1900,1900,Highway,Daylight,Damaged,<10 min
R1901,1901,City Road,Dim Light,Wet,10-20 min
R1902,1902,Expressway,No Light,Dry,20-30 min
R1903,1903,City Road,Dim Light,Wet,<10 min
R1904,1904,Rural Road,Street Light,Wet,<10 min
R1905,1905,Expressway,Dim Light,Wet,<10 min
R1906,1906,City Road,Dim Light,Dry,10-20 min
R1907,1907,Highway,Daylight,Wet,10-20 min
R1908,1908,Highway,No Light,Damaged,20-30 min
R1909,1909,Highway,Daylight,Wet,20-30 min
R1910,1910,Expressway,No Light,Damaged,>30 min
R1911,1911,City Road,No Light,Damaged,20-30 min
R1912,1912,City Road,No Light,Wet,20-30 min
R1913,1913,Rural Road,Street Light,Wet,>30 min
R1914,1914,Rural Road,No Light,Under Construction,<10 min
R1915,1915,Rural Road,No Light,Damaged,>30 min
R1916,1916,Expressway,Dim Light,Damaged,20-30 min
R1917,1917,City Road,Daylight,Under Construction,>30 min
R1918,1918,City Road,Daylight,Damaged,10-20 min
R1919,1919,City Road,Street Light,Damaged,10-20 min
R1920,1920,Rural Road,No Light,Wet,20-30 min
R1921,1921,City Road,No Light,Wet,20-30 min
R1922,1922,Expressway,No Light,Damaged,20-30 min
R1923,1923,Highway,Daylight,Under Construction,>30 min
R1924,1924,Rural Road,Daylight,Dry,10-20 min
R1925,1925,Expressway,Street Light,Under Construction,>30 min
R1926,1926,Rural Road,No Light,Under Construction,10-20 min
R1927,1927,City Road,No Light,Dry,>30 min
R1928,1928,Expressway,Street Light,Damaged,10-20 min
R1929,1929,Expressway,Daylight,Wet,<10 min
R1930,1930,Highway,Dim Light,Damaged,>30 min
R1931,1931,City Road,Dim Light,Damaged,20-30 min
R1932,1932,City Road,No Light,Damaged,>30 min
R1933,1933,Rural Road,Daylight,Under Construction,<10 min
R1934,1934,City Road,Dim Light,Damaged,20-30 min
R1935,1935,Expressway,No Light,Under Construction,10-20 min
R1936,1936,Highway,No Light,Under Construction,20-30 min
R1937,1937,Rural Road,Dim Light,Dry,<10 min
R1938,1938,Rural Road,Daylight,Dry,<10 min
R1939,1939,Expressway,Dim Light,Under Construction,<10 min
R1940,1940,Highway,Street Light,Dry,<10 min
R1941,1941,Rural Road,No Light,Wet,<10 min
R1942,1942,Expressway,No Light,Damaged,20-30 min
R1943,1943,City Road,No Light,Under Construction,>30 min
R1944,1944,City Road,Dim Light,Damaged,20-30 min
R1945,1945,Highway,Daylight,Damaged,20-30 min
R1946,1946,Rural Road,No Light,Dry,10-20 min
R1947,1947,City Road,Street Light,Wet,10-20 min
R1948,1948,Rural Road,No Light,Damaged,>30 min
R1949,1949,Highway,Daylight,Damaged,10-20 min
R1950,1950,Expressway,Daylight,Dry,<10 min
R1951,1951,Expressway,Daylight,Damaged,10-20 min
R1952,1952,City Road,Street Light,Under Construction,10-20 min
R1953,1953,Highway,No Light,Wet,10-20 min
R1954,1954,Highway,No Light,Under Construction,20-30 min
R1955,1955,City Road,No Light,Under Construction,<10 min
R1956,1956,Highway,No Light,Under Construction,10-20 min
R1957,1957,Expressway,Street Light,Dry,<10 min
R1958,1958,Highway,Dim Light,Damaged,<10 min
R1959,1959,Expressway,Daylight,Under Construction,20-30 min
R1960,1960,Rural Road,No Light,Wet,<10 min
R1961,1961,City Road,Street Light,Damaged,10-20 min
R1962,1962,Expressway,Street Light,Wet,<10 min
R1963,1963,Rural Road,Daylight,Wet,20-30 min
R1964,1964,Expressway,No Light,Damaged,10-20 min
R1965,1965,Expressway,Daylight,Under Construction,<10 min
R1966,1966,City Road,Dim Light,Wet,>30 min
R1967,1967,City Road,Street Light,Dry,20-30 min
R1968,1968,City Road,Dim Light,Under Construction,10-20 min
R1969,1969,City Road,Dim Light,Wet,>30 min
R1970,1970,Highway,Daylight,Dry,<10 min
R1971,1971,City Road,Daylight,Under Construction,10-20 min
R1972,1972,Highway,Daylight,Under Construction,10-20 min
R1973,1973,Highway,Dim Light,Damaged,20-30 min
R1974,1974,City Road,No Light,Dry,10-20 min
R1975,1975,Expressway,Daylight,Dry,10-20 min
R1976,1976,Rural Road,Daylight,Damaged,20-30 min
R1977,1977,City Road,No Light,Under Construction,>30 min
R1978,1978,Rural Road,Dim Light,Under Construction,<10 min
R1979,1979,City Road,Street Light,Under Construction,10-20 min
R1980,1980,Rural Road,No Light,Dry,10-20 min
R1981,1981,City Road,Dim Light,Under Construction,20-30 min
R1982,1982,City Road,Dim Light,Wet,<10 min
R1983,1983,Expressway,No Light,Damaged,>30 min
R1984,1984,Expressway,Daylight,Under Construction,>30 min
R1985,1985,Highway,Daylight,Wet,10-20 min
R1986,1986,City Road,No Light,Damaged,20-30 min
R1987,1987,Rural Road,No Light,Under Construction,10-20 min
R1988,1988,City Road,Dim Light,Under Construction,>30 min
R1989,1989,Rural Road,Daylight,Under Construction,<10 min
R1990,1990,City Road,No Light,Dry,>30 min
R1991,1991,Highway,No Light,Damaged,20-30 min
R1992,1992,Highway,No Light,Wet,>30 min
R1993,1993,Highway,No Light,Dry,20-30 min
R1994,1994,City Road,Street Light,Wet,10-20 min
R1995,1995,Highway,Daylight,Wet,>30 min
R1996,1996,Highway,No Light,Wet,20-30 min
R1997,1997,Rural Road,Daylight,Dry,20-30 min
R1998,1998,Highway,No Light,Under Construction,>30 min
R1999,1999,Rural Road,Street Light,Damaged,>30 min
R2000,2000,Rural Road,Daylight,Wet,10-20 min
R2001,2001,City Road,Street Light,Wet,>30 min
R2002,2002,Expressway,Street Light,Dry,<10 min
R2003,2003,City Road,Daylight,Under Construction,10-20 min
R2004,2004,Expressway,Dim Light,Damaged,20-30 min
R2005,2005,Expressway,No Light,Damaged,10-20 min
R2006,2006,Expressway,Daylight,Under Construction,20-30 min
R2007,2007,Rural Road,Street Light,Dry,>30 min
R2008,2008,City Road,Dim Light,Wet,<10 min
R2009,2009,Expressway,Dim Light,Damaged,>30 min
R2010,2010,Highway,Daylight,Wet,10-20 min
R2011,2011,Rural Road,No Light,Under Construction,10-20 min
R2012,2012,City Road,Daylight,Dry,<10 min
R2013,2013,Highway,Street Light,Under Construction,>30 min
R2014,2014,Expressway,No Light,Under Construction,>30 min
R2015,2015,Highway,Street Light,Wet,<10 min
R2016,2016,Expressway,Dim Light,Wet,>30 min
R2017,2017,Highway,No Light,Dry,<10 min
R2018,2018,City Road,Daylight,Damaged,<10 min
R2019,2019,Rural Road,No Light,Damaged,20-30 min
R2020,2020,Highway,No Light,Dry,10-20 min
R2021,2021,Highway,No Light,Under Construction,>30 min
R2022,2022,City Road,Street Light,Damaged,>30 min
R2023,2023,Expressway,Daylight,Dry,20-30 min
R2024,2024,Expressway,Daylight,Dry,20-30 min
R2025,2025,Highway,Dim Light,Wet,20-30 min
R2026,2026,Expressway,No Light,Dry,<10 min
R2027,2027,City Road,No Light,Damaged,<10 min
R2028,2028,Highway,Street Light,Damaged,20-30 min
R2029,2029,Rural Road,Street Light,Damaged,>30 min
R2030,2030,Highway,Daylight,Dry,20-30 min
R2031,2031,City Road,Street Light,Dry,20-30 min
R2032,2032,Rural Road,Street Light,Dry,20-30 min
R2033,2033,Rural Road,No Light,Under Construction,>30 min
R2034,2034,City Road,Dim Light,Damaged,10-20 min
R2035,2035,Rural Road,Dim Light,Under Construction,<10 min
R2036,2036,Expressway,No Light,Dry,>30 min
R2037,2037,Rural Road,No Light,Damaged,10-20 min
R2038,2038,Highway,Dim Light,Under Construction,<10 min
R2039,2039,Rural Road,Daylight,Wet,>30 min
R2040,2040,Expressway,Daylight,Wet,10-20 min
R2041,2041,Expressway,Street Light,Wet,10-20 min
R2042,2042,Expressway,Street Light,Dry,>30 min
R2043,2043,Rural Road,Street Light,Wet,>30 min
R2044,2044,Highway,No Light,Wet,<10 min
R2045,2045,City Road,Daylight,Wet,20-30 min
R2046,2046,Rural Road,No Light,Under Construction,>30 min
R2047,2047,Expressway,Street Light,Dry,20-30 min
R2048,2048,Highway,Street Light,Dry,20-30 min
R2049,2049,Rural Road,Daylight,Dry,20-30 min
R2050,2050,City Road,Street Light,Dry,10-20 min
R2051,2051,Rural Road,Dim Light,Damaged,20-30 min
R2052,2052,Expressway,No Light,Damaged,<10 min
R2053,2053,Expressway,No Light,Damaged,20-30 min
R2054,2054,Expressway,Street Light,Under Construction,>30 min
R2055,2055,Expressway,Dim Light,Dry,>30 min
R2056,2056,City Road,No Light,Damaged,10-20 min
R2057,2057,Highway,No Light,Dry,20-30 min
R2058,2058,Expressway,No Light,Wet,20-30 min
R2059,2059,Expressway,Street Light,Dry,10-20 min
R2060,2060,Highway,Daylight,Wet,10-20 min
R2061,2061,City Road,No Light,Under Construction,10-20 min
R2062,2062,City Road,No Light,Dry,<10 min
R2063,2063,City Road,Street Light,Dry,20-30 min
R2064,2064,Rural Road,No Light,Wet,20-30 min
R2065,2065,Highway,Dim Light,Dry,20-30 min
R2066,2066,Expressway,Dim Light,Dry,<10 min
R2067,2067,City Road,No Light,Under Construction,<10 min
R2068,2068,Rural Road,Daylight,Dry,>30 min
R2069,2069,City Road,Dim Light,Wet,20-30 min
R2070,2070,City Road,No Light,Wet,20-30 min
R2071,2071,Expressway,Daylight,Under Construction,>30 min
R2072,2072,Expressway,No Light,Wet,<10 min
R2073,2073,Expressway,Street Light,Under Construction,>30 min
R2074,2074,Rural Road,No Light,Dry,>30 min
R2075,2075,City Road,Daylight,Damaged,<10 min
R2076,2076,Highway,Street Light,Under Construction,>30 min
R2077,2077,Expressway,No Light,Damaged,>30 min
R2078,2078,Highway,Daylight,Under Construction,>30 min
R2079,2079,Expressway,Dim Light,Wet,>30 min
R2080,2080,Rural Road,Dim Light,Under Construction,<10 min
R2081,2081,Highway,No Light,Under Construction,10-20 min
R2082,2082,Rural Road,Daylight,Under Construction,>30 min
R2083,2083,Expressway,Street Light,Under Construction,>30 min
R2084,2084,City Road,Daylight,Wet,20-30 min
R2085,2085,Expressway,Street Light,Under Construction,20-30 min
R2086,2086,City Road,Daylight,Damaged,10-20 min
R2087,2087,Expressway,Daylight,Wet,10-20 min
R2088,2088,Expressway,Daylight,Under Construction,20-30 min
R2089,2089,Rural Road,Street Light,Dry,<10 min
R2090,2090,City Road,Street Light,Wet,<10 min
R2091,2091,Expressway,Dim Light,Dry,<10 min
R2092,2092,Expressway,Daylight,Under Construction,>30 min
R2093,2093,Expressway,Dim Light,Under Construction,<10 min
R2094,2094,Expressway,Street Light,Dry,<10 min
R2095,2095,Expressway,Dim Light,Damaged,>30 min
R2096,2096,City Road,Daylight,Wet,10-20 min
R2097,2097,City Road,Daylight,Dry,20-30 min
R2098,2098,Expressway,Street Light,Wet,<10 min
R2099,2099,City Road,No Light,Under Construction,<10 min
R2100,2100,Highway,Daylight,Wet,<10 min
R2101,2101,Highway,No Light,Damaged,10-20 min
R2102,2102,Highway,No Light,Dry,>30 min
R2103,2103,Rural Road,Street Light,Damaged,20-30 min
R2104,2104,Rural Road,No Light,Under Construction,10-20 min
R2105,2105,City Road,Dim Light,Damaged,10-20 min
R2106,2106,Expressway,No Light,Damaged,20-30 min
R2107,2107,Highway,Street Light,Under Construction,10-20 min
R2108,2108,Highway,Street Light,Under Construction,<10 min
R2109,2109,City Road,Daylight,Under Construction,<10 min
R2110,2110,City Road,Daylight,Dry,<10 min
R2111,2111,City Road,Daylight,Damaged,>30 min
R2112,2112,Rural Road,Street Light,Dry,<10 min
R2113,2113,Expressway,Dim Light,Under Construction,10-20 min
R2114,2114,Highway,Street Light,Wet,<10 min
R2115,2115,Expressway,Dim Light,Wet,<10 min
R2116,2116,Rural Road,Street Light,Under Construction,20-30 min
R2117,2117,City Road,Daylight,Wet,<10 min
R2118,2118,Rural Road,Street Light,Damaged,>30 min
R2119,2119,City Road,Street Light,Wet,>30 min
R2120,2120,Highway,Street Light,Damaged,<10 min
R2121,2121,City Road,Daylight,Under Construction,20-30 min
R2122,2122,Highway,Street Light,Damaged,10-20 min
R2123,2123,City Road,Street Light,Wet,10-20 min
R2124,2124,City Road,Dim Light,Under Construction,10-20 min
R2125,2125,Rural Road,Daylight,Damaged,10-20 min
R2126,2126,Highway,Dim Light,Under Construction,20-30 min
R2127,2127,Rural Road,Daylight,Under Construction,20-30 min
R2128,2128,City Road,Street Light,Wet,20-30 min
R2129,2129,Rural Road,Dim Light,Under Construction,>30 min
R2130,2130,Expressway,Dim Light,Under Construction,20-30 min
R2131,2131,Rural Road,Street Light,Dry,>30 min
R2132,2132,Expressway,Daylight,Damaged,20-30 min
R2133,2133,Highway,Dim Light,Dry,>30 min
R2134,2134,Highway,Daylight,Damaged,>30 min
R2135,2135,Expressway,Street Light,Damaged,>30 min
R2136,2136,Highway,Dim Light,Under Construction,10-20 min
R2137,2137,Expressway,No Light,Dry,20-30 min
R2138,2138,Expressway,Dim Light,Under Construction,>30 min
R2139,2139,Rural Road,No Light,Dry,10-20 min
R2140,2140,Highway,No Light,Dry,>30 min
R2141,2141,Expressway,Daylight,Dry,<10 min
R2142,2142,City Road,Street Light,Dry,>30 min
