vehicle_id,accident_id,vehicle_type,vehicle_condition,driver_behavior,driver_age,passenger_count
V1878,1878,Bicycle,Good,Drunk Driving,18,1
V1879,1879,Auto,Good,Distracted,61,3
V1880,1880,Bicycle,Good,Fatigue,38,5
V1881,1881,Bicycle,Good,Drunk Driving,48,1
V1882,1882,Truck,Poor,Normal,33,4
V1883,1883,Bicycle,Good,Fatigue,45,1
V1884,1884,Auto,Good,Normal,49,3
V1885,1885,Van,Poor,Distracted,32,1
V1886,1886,Auto,Average,Fatigue,19,3
V1887,1887,Bus,Good,Normal,20,1
V1888,1888,Auto,Average,Distracted,38,4
V1889,1889,Bicycle,Poor,Overspeeding,54,1
V1890,1890,Car,Good,Normal,48,1
V1891,1891,Truck,Poor,Fatigue,61,4
V1892,1892,Van,Good,Overspeeding,49,2
V1893,1893,Truck,Poor,Fatigue,63,2
V1894,1894,Car,Average,Overspeeding,58,1
V1895,1895,Auto,Good,Fatigue,26,5
V1896,1896,Truck,Average,Fatigue,39,3
V1897,1897,Bicycle,Average,Overspeeding,55,3
V1898,1898,Auto,Average,Normal,37,1
V1899,1899,Truck,Good,Drunk Driving,38,4
V1900,1900,Truck,Poor,Overspeeding,63,4
V1901,1901,Car,Average,Distracted,57,5
V1902,1902,Truck,Average,Overspeeding,20,2
V1903,1903,Van,Poor,Distracted,37,3
V1904,1904,Car,Poor,Overspeeding,42,4
V1905,1905,Auto,Average,Distracted,65,4
V1906,1906,Auto,Good,Fatigue,25,3
V1907,1907,Bus,Poor,Distracted,58,4
V1908,1908,Truck,Poor,Drunk Driving,30,4
V1909,1909,Bus,Good,Fatigue,65,4
V1910,1910,Bike,Average,Fatigue,61,5
V1911,1911,Truck,Average,Drunk Driving,47,5
V1912,1912,Van,Good,Drunk Driving,57,3
V1913,1913,Bike,Good,Drunk Driving,62,1
V1914,1914,Bicycle,Average,Drunk Driving,43,3
V1915,1915,Bus,Poor,Overspeeding,20,2
V1916,1916,Truck,Poor,Normal,22,2
V1917,1917,Auto,Poor,Fatigue,32,1
V1918,1918,Car,Poor,Normal,56,2
V1919,1919,Car,Good,Fatigue,20,5
V1920,1920,Bus,Good,Drunk Driving,48,3
V1921,1921,Bike,Poor,Fatigue,34,1
V1922,1922,Van,Poor,Fatigue,34,1
V1923,1923,Car,Poor,Fatigue,49,1
V1924,1924,Bike,Average,Distracted,37,4
V1925,1925,Bicycle,Poor,Fatigue,19,1
V1926,1926,Car,Poor,Distracted,51,2
V1927,1927,Car,Good,Distracted,26,1
V1928,1928,Bike,Good,Distracted,43,4
V1929,1929,Bike,Average,Distracted,19,2
V1930,1930,Auto,Poor,Distracted,41,2
V1931,1931,Bus,Poor,Fatigue,39,3
V1932,1932,Truck,Poor,Overspeeding,18,3
V1933,1933,Auto,Poor,Fatigue,45,2
V1934,1934,Bicycle,Average,Drunk Driving,24,4
V1935,1935,Truck,Good,Normal,18,5
V1936,1936,Van,Poor,Drunk Driving,24,5
V1937,1937,Car,Good,Fatigue,29,4
V1938,1938,Auto,Average,Normal,46,2
V1939,1939,Bike,Poor,Overspeeding,57,3
V1940,1940,Truck,Good,Overspeeding,65,3
V1941,1941,Auto,Average,Overspeeding,64,1
V1942,1942,Bicycle,Good,Drunk Driving,65,2
V1943,1943,Truck,Average,Normal,49,3
V1944,1944,Auto,Poor,Drunk Driving,24,1
V1945,1945,Car,Poor,Drunk Driving,46,2
V1946,1946,Auto,Average,Drunk Driving,21,5
V1947,1947,Car,Good,Drunk Driving,34,2
V1948,1948,Bus,Poor,Drunk Driving,49,3
V1949,1949,Bus,Good,Fatigue,42,4
V1950,1950,Car,Poor,Normal,34,5
V1951,1951,Bicycle,Poor,Fatigue,60,4
V1952,1952,Truck,Good,Fatigue,28,3
V1953,1953,Bus,Good,Drunk Driving,28,3
V1954,1954,Bike,Poor,Fatigue,35,2
V1955,1955,Truck,Good,Fatigue,37,1
V1956,1956,Bus,Poor,Distracted,64,3
V1957,1957,Bus,Average,Fatigue,47,2
V1958,1958,Truck,Good,Drunk Driving,41,4
V1959,1959,Van,Good,Distracted,64,2
V1960,1960,Car,Poor,Drunk Driving,32,1
V1961,1961,Bike,Poor,Distracted,18,3
V1962,1962,Bike,Good,Distracted,55,2
V1963,1963,Auto,Good,Distracted,50,5
V1964,1964,Bike,Good,Distracted,49,1
V1965,1965,Car,Average,Overspeeding,47,1
V1966,1966,Bicycle,Poor,Drunk Driving,25,1
V1967,1967,Auto,Poor,Fatigue,23,2
V1968,1968,Auto,Average,Drunk Driving,42,3
V1969,1969,Van,Average,Distracted,39,5
V1970,1970,Bike,Average,Normal,63,5
V1971,1971,Bike,Poor,Overspeeding,20,3
V1972,1972,Bus,Good,Fatigue,44,3
V1973,1973,Car,Average,Distracted,64,1
V1974,1974,Truck,Poor,Overspeeding,26,2
V1975,1975,Car,Poor,Overspeeding,62,2
V1976,1976,Van,Average,Drunk Driving,65,5
V1977,1977,Car,Poor,Distracted,34,2
V1978,1978,Bicycle,Average,Overspeeding,58,2
V1979,1979,Auto,Average,Fatigue,31,4
V1980,1980,Auto,Average,Fatigue,36,4
V1981,1981,Bus,Average,Overspeeding,30,3
V1982,1982,Bike,Good,Fatigue,31,4
V1983,1983,Bicycle,Good,Overspeeding,20,2
V1984,1984,Van,Average,Distracted,46,1
V1985,1985,Truck,Good,Normal,32,3
V1986,1986,Car,Poor,Distracted,30,1
V1987,1987,Auto,Average,Overspeeding,30,1
V1988,1988,Car,Average,Overspeeding,62,3
V1989,1989,Bus,Poor,Overspeeding,46,4
V1990,1990,Bike,Average,Overspeeding,57,2
V1991,1991,Car,Good,Overspeeding,60,3
V1992,1992,Bus,Poor,Normal,40,1
V1993,1993,Car,Good,Normal,55,4
V1994,1994,Auto,Average,Drunk Driving,31,1
V1995,1995,Car,Good,Fatigue,40,1
V1996,1996,Bus,Poor,Overspeeding,42,4
V1997,1997,Van,Average,Drunk Driving,53,5
V1998,1998,Van,Poor,Fatigue,20,1
V1999,1999,Bus,Poor,Drunk Driving,55,4
V2000,2000,Bicycle,Poor,Normal,43,4
V2001,2001,Bicycle,Poor,Overspeeding,35,5
V2002,2002,Car,Good,Drunk Driving,47,5
V2003,2003,Bicycle,Poor,Normal,21,2
V2004,2004,Truck,Average,Distracted,42,5
V2005,2005,Car,Average,Overspeeding,57,4
V2006,2006,Bus,Average,Drunk Driving,23,1
V2007,2007,Bicycle,Good,Drunk Driving,49,5
V2008,2008,Bike,Average,Fatigue,27,5
V2009,2009,Bicycle,Poor,Drunk Driving,59,4
V2010,2010,Truck,Good,Distracted,27,5
V2011,2011,Auto,Average,Normal,32,2
V2012,2012,Bike,Average,Drunk Driving,62,1
V2013,2013,Bicycle,Average,Overspeeding,21,2
V2014,2014,Auto,Poor,Fatigue,18,2
V2015,2015,Bus,Poor,Fatigue,22,3
V2016,2016,Auto,Average,Fatigue,18,4
V2017,2017,Bicycle,Average,Distracted,31,2
V2018,2018,Truck,Average,Overspeeding,30,5
V2019,2019,Van,Poor,Drunk Driving,56,3
V2020,2020,Bus,Average,Distracted,47,3
V2021,2021,Car,Average,Normal,63,1
V2022,2022,Bike,Good,Drunk Driving,54,2
V2023,2023,Auto,Average,Fatigue,54,4
V2024,2024,Van,Average,Distracted,43,3
V2025,2025,Van,Poor,Distracted,29,3
V2026,2026,Truck,Poor,Drunk Driving,32,5
V2027,2027,Bike,Good,Overspeeding,21,1
V2028,2028,Bicycle,Poor,Normal,46,1
V2029,2029,Bike,Good,Drunk Driving,62,5
V2030,2030,Bicycle,Average,Distracted,41,3
V2031,2031,Bike,Average,Distracted,28,5
V2032,2032,Auto,Average,Fatigue,61,3
V2033,2033,Truck,Good,Overspeeding,64,3
V2034,2034,Auto,Average,Overspeeding,19,4
V2035,2035,Auto,Average,Drunk Driving,47,4
V2036,2036,Truck,Good,Overspeeding,64,5
V2037,2037,Van,Poor,Normal,23,3
V2038,2038,Bike,Average,Fatigue,39,2
V2039,2039,Van,Average,Drunk Driving,56,1
V2040,2040,Van,Good,Distracted,26,5
V2041,2041,Van,Average,Distracted,59,4
V2042,2042,Van,Average,Distracted,45,3
V2043,2043,Bike,Average,Fatigue,49,2
V2044,2044,Auto,Average,Distracted,19,5
V2045,2045,Truck,Average,Normal,57,3
V2046,2046,Car,Average,Fatigue,59,1
V2047,2047,Auto,Average,Normal,35,4
V2048,2048,Truck,Average,Fatigue,37,2
V2049,2049,Bicycle,Average,Fatigue,23,4
V2050,2050,Van,Average,Drunk Driving,55,5
V2051,2051,Car,Average,Normal,40,3
V2052,2052,Bike,Poor,Normal,35,1
V2053,2053,Car,Good,Overspeeding,26,3
V2054,2054,Truck,Average,Normal,59,4
V2055,2055,Van,Poor,Fatigue,30,3
V2056,2056,Car,Poor,Drunk Driving,37,2
V2057,2057,Bike,Good,Normal,20,1
V2058,2058,Auto,Good,Fatigue,30,4
V2059,2059,Van,Poor,Distracted,56,5
V2060,2060,Bike,Good,Normal,24,2
V2061,2061,Bicycle,Average,Normal,51,1
V2062,2062,Bus,Poor,Overspeeding,41,1
V2063,2063,Bike,Average,Fatigue,54,5
V2064,2064,Auto,Good,Overspeeding,36,5
V2065,2065,Bus,Good,Overspeeding,33,3
V2066,2066,Car,Poor,Fatigue,41,2
V2067,2067,Van,Average,Distracted,34,1
V2068,2068,Bicycle,Good,Drunk Driving,64,2
V2069,2069,Auto,Poor,Overspeeding,32,3
V2070,2070,Bicycle,Average,Drunk Driving,56,5
V2071,2071,Car,Good,Distracted,26,4
V2072,2072,Truck,Average,Overspeeding,38,2
V2073,2073,Bike,Poor,Normal,57,5
V2074,2074,Car,Poor,Fatigue,60,1
V2075,2075,Car,Good,Normal,46,1
V2076,2076,Van,Poor,Distracted,26,5
V2077,2077,Auto,Average,Distracted,26,5
V2078,2078,Auto,Average,Fatigue,29,4
V2079,2079,Bicycle,Poor,Drunk Driving,37,3
V2080,2080,Van,Poor,Drunk Driving,33,1
V2081,2081,Van,Average,Distracted,59,1
V2082,2082,Bus,Poor,Distracted,61,2
V2083,2083,Truck,Average,Fatigue,32,4
V2084,2084,Truck,Poor,Overspeeding,59,5
V2085,2085,Auto,Poor,Normal,34,1
V2086,2086,Bicycle,Poor,Distracted,31,2
V2087,2087,Truck,Poor,Overspeeding,60,4
V2088,2088,Bike,Poor,Drunk Driving,62,5
V2089,2089,Bike,Average,Overspeeding,19,5
V2090,2090,Van,Poor,Normal,58,4
V2091,2091,Truck,Average,Drunk Driving,58,3
V2092,2092,Bus,Average,Distracted,56,5
V2093,2093,Bus,Good,Distracted,49,5
V2094,2094,Van,Average,Overspeeding,50,2
V2095,2095,Bicycle,Good,Drunk Driving,59,5
V2096,2096,Bike,Good,Distracted,39,3
V2097,2097,Car,Good,Drunk Driving,40,3
V2098,2098,Bicycle,Good,Normal,43,3
V2099,2099,Van,Poor,Distracted,33,1
V2100,2100,Car,Poor,Overspeeding,56,1
V2101,2101,Bicycle,Good,Overspeeding,34,2
V2102,2102,Car,Poor,Normal,29,4
V2103,2103,Bus,Poor,Overspeeding,46,3
V2104,2104,Car,Average,Normal,39,3
V2105,2105,Truck,Average,Fatigue,50,4
V2106,2106,Bus,Good,Normal,25,4
V2107,2107,Auto,Average,Normal,61,3
V2108,2108,Van,Poor,Drunk Driving,30,5
V2109,2109,Auto,Average,Distracted,35,1
V2110,2110,Bicycle,Poor,Distracted,54,1
V2111,2111,Bicycle,Poor,Overspeeding,39,2
V2112,2112,Bike,Average,Overspeeding,35,4
V2113,2113,Car,Good,Fatigue,54,2
V2114,2114,Bike,Average,Normal,23,2
V2115,2115,Truck,Average,Normal,64,1
V2116,2116,Truck,Good,Normal,31,5
V2117,2117,Bus,Average,Overspeeding,59,1
V2118,2118,Van,Poor,Distracted,38,2
V2119,2119,Auto,Average,Distracted,39,4
V2120,2120,Van,Poor,Fatigue,49,4
V2121,2121,Bike,Average,Distracted,43,1
V2122,2122,Bike,Average,Overspeeding,21,2
V2123,2123,Auto,Average,Overspeeding,41,5
V2124,2124,Auto,Poor,Normal,42,1
V2125,2125,Bike,Average,Drunk Driving,53,5
V2126,2126,Bus,Good,Drunk Driving,31,3
V2127,2127,Bus,Average,Normal,22,3
V2128,2128,Bicycle,Good,Drunk Driving,48,4
V2129,2129,Bus,Good,Normal,61,1
V2130,2130,Van,Poor,Overspeeding,54,1
V2131,2131,Auto,Average,Overspeeding,22,4
V2132,2132,Car,Good,Fatigue,50,4
V2133,2133,Auto,Poor,Fatigue,52,3
V2134,2134,Truck,Good,Normal,25,3
V2135,2135,Truck,Poor,Normal,51,2
V2136,2136,Bike,Poor,Drunk Driving,31,2
V2137,2137,Bus,Good,Normal,50,5
V2138,2138,Car,Average,Distracted,64,5
V2139,2139,Bicycle,Poor,Drunk Driving,62,5
V2140,2140,Bicycle,Good,Overspeeding,34,2
V2141,2141,Auto,Good,Drunk Driving,30,1
V2142,2142,Bike,Average,Fatigue,19,2
V2143,2143,Van,Average,Normal,46,5
V2144,2144,Truck,Good,Drunk Driving,19,4
V2145,2145,Car,Average,Distracted,53,4
V2146,2146,Bicycle,Poor,Overspeeding,39,1
V2147,2147,Van,Poor,Overspeeding,58,5
V2148,2148,Bicycle,Good,Drunk Driving,35,3
V2149,2149,Bicycle,Good,Distracted,26,1
V2150,2150,Van,Good,Fatigue,30,5
V2151,2151,Truck,Average,Drunk Driving,61,1
V2152,2152,Van,Poor,Drunk Driving,21,3
V2153,2153,Truck,Good,Fatigue,50,3
V2154,2154,Auto,Average,Drunk Driving,59,5
V2155,2155,Bus,Poor,Fatigue,19,4
V2156,2156,Car,Good,Overspeeding,54,5
V2157,2157,Auto,Good,Normal,54,4
V2158,2158,Bicycle,Average,Distracted,36,3
V2159,2159,Car,Good,Fatigue,46,3
V2160,2160,Auto,Good,Distracted,51,3
V2161,2161,Auto,Good,Fatigue,48,1
V2162,2162,Bicycle,Average,Distracted,42,2
V2163,2163,Auto,Poor,Fatigue,26,2
V2164,2164,Truck,Average,Fatigue,45,2
V2165,2165,Car,Good,Drunk Driving,22,4
V2166,2166,Truck,Poor,Normal,48,2
V2167,2167,Truck,Average,Distracted,58,1
V2168,2168,Auto,Poor,Distracted,18,5
V2169,2169,Bicycle,Average,Overspeeding,52,1
V2170,2170,Truck,Good,Fatigue,39,3
V2171,2171,Bus,Poor,Fatigue,47,2
V2172,2172,Truck,Poor,Overspeeding,26,1
V2173,2173,Truck,Average,Overspeeding,35,4
V2174,2174,Van,Average,Normal,58,2
V2175,2175,Truck,Poor,Normal,27,5
V2176,2176,Bus,Average,Drunk Driving,56,2
V2177,2177,Auto,Good,Fatigue,42,2
V2178,2178,Bus,Poor,Drunk Driving,19,1
V2179,2179,Van,Poor,Distracted,27,3
V2180,2180,Van,Good,Distracted,36,5
V2181,2181,Bus,Good,Normal,29,4
V2182,2182,Auto,Good,Distracted,33,4
V2183,2183,Bicycle,Poor,Normal,55,3
V2184,2184,Bus,Poor,Distracted,21,2
V2185,2185,Van,Poor,Normal,43,4
V2186,2186,Truck,Average,Overspeeding,31,4
V2187,2187,Bicycle,Average,Drunk Driving,32,1
V2188,2188,Van,Average,Fatigue,45,4
V2189,2189,Truck,Poor,Fatigue,35,2
V2190,2190,Truck,Good,Distracted,31,4
V2191,2191,Truck,Poor,Overspeeding,57,2
V2192,2192,Bike,Good,Distracted,44,1
V2193,2193,Car,Good,Distracted,63,3
V2194,2194,Bicycle,Good,Distracted,55,1
V2195,2195,Truck,Average,Fatigue,57,5
V2196,2196,Auto,Average,Distracted,24,5
V2197,2197,Bus,Good,Normal,28,2
V2198,2198,Bus,Average,Fatigue,63,2
V2199,2199,Auto,Poor,Fatigue,34,5
V2200,2200,Truck,Good,Drunk Driving,43,2
V2201,2201,Bicycle,Average,Normal,49,3
V2202,2202,Van,Good,Normal,53,1
V2203,2203,Car,Average,Distracted,44,3
V2204,2204,Truck,Good,Fatigue,57,4
V2205,2205,Van,Good,Fatigue,37,2
V2206,2206,Auto,Average,Overspeeding,41,4
V2207,2207,Bus,Good,Distracted,50,2
V2208,2208,Bicycle,Average,Fatigue,63,1
V2209,2209,Bus,Good,Drunk Driving,43,2
V2210,2210,Auto,Poor,Fatigue,33,5
V2211,2211,Truck,Average,Overspeeding,46,4
V2212,2212,Auto,Good,Overspeeding,20,5
V2213,2213,Bus,Average,Drunk Driving,47,1
V2214,2214,Bus,Average,Overspeeding,49,3
V2215,2215,Auto,Average,Overspeeding,26,1
V2216,2216,Van,Average,Normal,24,5
V2217,2217,Truck,Good,Fatigue,59,5
V2218,2218,Bus,Average,Normal,31,5
V2219,2219,Bike,Average,Fatigue,38,2
V2220,2220,Bus,Average,Normal,51,5
V2221,2221,Bus,Poor,Overspeeding,58,2
V2222,2222,Truck,Good,Distracted,24,3
V2223,2223,Truck,Average,Distracted,51,4
V2224,2224,Truck,Poor,Fatigue,37,5
V2225,2225,Truck,Good,Overspeeding,50,4
V2226,2226,Auto,Good,Normal,24,2
V2227,2227,Car,Poor,Distracted,47,4
V2228,2228,Bus,Good,Distracted,57,2
V2229,2229,Bike,Poor,Drunk Driving,42,1
V2230,2230,Truck,Average,Normal,31,5
V2231,2231,Bike,Good,Fatigue,49,5
V2232,2232,Bus,Good,Overspeeding,50,5
V2233,2233,Auto,Good,Fatigue,52,4
V2234,2234,Truck,Poor,Drunk Driving,56,2
V2235,2235,Auto,Average,Drunk Driving,55,3
V2236,2236,Van,Average,Fatigue,62,5
V2237,2237,Car,Poor,Distracted,56,5
V2238,2238,Bicycle,Poor,Overspeeding,41,2
V2239,2239,Car,Poor,Drunk Driving,47,1
V2240,2240,Bike,Poor,Distracted,33,1
V2241,2241,Bicycle,Average,Overspeeding,34,4
V2242,2242,Truck,Good,Drunk Driving,43,4
V2243,2243,Auto,Average,Normal,58,5
V2244,2244,Auto,Average,Fatigue,37,1
V2245,2245,Truck,Poor,Distracted,27,4
V2246,2246,Bike,Average,Fatigue,24,2
V2247,2247,Bicycle,Poor,Overspeeding,20,3
V2248,2248,Car,Poor,Distracted,20,4
V2249,2249,Bike,Poor,Fatigue,63,3
V2250,2250,Bus,Good,Overspeeding,30,4
V2251,2251,Bike,Poor,Overspeeding,48,3
V2252,2252,Bike,Good,Fatigue,40,4
V2253,2253,Van,Poor,Drunk Driving,22,1
V2254,2254,Bicycle,Poor,Normal,18,5
V2255,2255,Bicycle,Poor,Distracted,61,2
V2256,2256,Bicycle,Good,Distracted,55,2
V2257,2257,Bus,Average,Overspeeding,48,2
V2258,2258,Truck,Poor,Distracted,39,3
V2259,2259,Auto,Poor,Overspeeding,65,1
V2260,2260,Auto,Poor,Drunk Driving,55,2
V2261,2261,Bike,Average,Drunk Driving,60,2
V2262,2262,Auto,Poor,Overspeeding,60,3
V2263,2263,Bus,Good,Normal,54,4
V2264,2264,Van,Poor,Normal,50,5
V2265,2265,Car,Poor,Overspeeding,32,3
V2266,2266,Truck,Average,Distracted,59,3
V2267,2267,Auto,Average,Drunk Driving,63,3
V2268,2268,Bike,Average,Overspeeding,19,5
V2269,2269,Truck,Average,Overspeeding,60,2
V2270,2270,Car,Poor,Drunk Driving,42,1
V2271,2271,Van,Average,Overspeeding,46,2
V2272,2272,Bicycle,Poor,Fatigue,53,5
V2273,2273,Auto,Good,Normal,37,2
V2274,2274,Bus,Good,Normal,34,2
V2275,2275,Truck,Poor,Distracted,27,2
V2276,2276,Truck,Good,Overspeeding,55,5
V2277,2277,Auto,Good,Fatigue,46,1
V2278,2278,Truck,Average,Distracted,64,5
V2279,2279,Car,Average,Distracted,38,2
V2280,2280,Bus,Poor,Distracted,41,5
V2281,2281,Truck,Good,Distracted,49,3
V2282,2282,Car,Poor,Fatigue,47,3
V2283,2283,Bicycle,Average,Fatigue,42,5
V2284,2284,Car,Average,Fatigue,29,2
V2285,2285,Bicycle,Poor,Overspeeding,56,3
V2286,2286,Car,Good,Drunk Driving,56,2
V2287,2287,Auto,Poor,Overspeeding,56,5
V2288,2288,Bicycle,Good,Normal,60,5
V2289,2289,Auto,Poor,Fatigue,31,5
V2290,2290,Truck,Average,Drunk Driving,52,1
V2291,2291,Car,Average,Fatigue,27,5
V2292,2292,Bicycle,Average,Drunk Driving,19,2
V2293,2293,Van,Poor,Normal,43,5
V2294,2294,Truck,Good,Fatigue,56,4
V2295,2295,Truck,Poor,Drunk Driving,55,4
V2296,2296,Auto,Poor,Distracted,31,1
V2297,2297,Bus,Poor,Drunk Driving,64,3
V2298,2298,Truck,Poor,Overspeeding,37,5
V2299,2299,Auto,Poor,Distracted,45,3
V2300,2300,Car,Average,Distracted,51,3
V2301,2301,Truck,Poor,Normal,45,5
V2302,2302,Car,Poor,Overspeeding,48,5
V2303,2303,Truck,Poor,Fatigue,45,1
V2304,2304,Bike,Poor,Fatigue,57,1
V2305,2305,Auto,Poor,Overspeeding,23,4
V2306,2306,Bus,Good,Drunk Driving,49,5
V2307,2307,Auto,Poor,Fatigue,33,3
V2308,2308,Car,Average,Overspeeding,61,5
V2309,2309,Bike,Average,Fatigue,27,2
V2310,2310,Truck,Good,Distracted,24,1
V2311,2311,Bike,Average,Distracted,22,3
V2312,2312,Bicycle,Poor,Fatigue,62,5
V2313,2313,Truck,Average,Normal,46,5
V2314,2314,Bike,Poor,Distracted,61,3
V2315,2315,Bicycle,Good,Normal,21,5
V2316,2316,Van,Good,Overspeeding,21,4
V2317,2317,Car,Poor,Distracted,31,4
V2318,2318,Truck,Good,Normal,38,4
V2319,2319,Bus,Good,Drunk Driving,45,5
V2320,2320,Van,Average,Drunk Driving,37,1
V2321,2321,Car,Poor,Overspeeding,38,2
V2322,2322,Car,Average,Normal,31,1
V2323,2323,Truck,Poor,Normal,29,4
V2324,2324,Bicycle,Poor,Drunk Driving,30,1
V2325,2325,Bike,Poor,Fatigue,60,1
V2326,2326,Truck,Poor,Fatigue,51,3
V2327,2327,Van,Average,Normal,33,1
V2328,2328,Bus,Average,Overspeeding,44,5
V2329,2329,Car,Average,Distracted,64,5
V2330,2330,Bus,Average,Fatigue,38,3
V2331,2331,Car,Poor,Overspeeding,46,4
V2332,2332,Van,Average,Drunk Driving,42,3
V2333,2333,Bus,Good,Drunk Driving,53,4
V2334,2334,Bus,Average,Overspeeding,44,2
V2335,2335,Truck,Average,Drunk Driving,35,5
V2336,2336,Truck,Good,Distracted,20,2
V2337,2337,Van,Average,Fatigue,65,3
V2338,2338,Car,Poor,Drunk Driving,27,1
V2339,2339,Auto,Good,Fatigue,39,5
V2340,2340,Van,Poor,Overspeeding,47,4
V2341,2341,Auto,Good,Distracted,48,5
V2342,2342,Truck,Good,Drunk Driving,36,5
V2343,2343,Auto,Good,Drunk Driving,36,5
V2344,2344,Truck,Average,Overspeeding,39,5
V2345,2345,Bicycle,Good,Overspeeding,36,4
V2346,2346,Bicycle,Good,Overspeeding,30,3
V2347,2347,Truck,Good,Normal,21,3
V2348,2348,Bike,Poor,Normal,31,3
V2349,2349,Bicycle,Good,Fatigue,28,2
V2350,2350,Car,Good,Overspeeding,29,5
V2351,2351,Truck,Good,Normal,55,4
V2352,2352,Bicycle,Good,Normal,44,2
V2353,2353,Van,Average,Overspeeding,47,4
V2354,2354,Auto,Poor,Overspeeding,63,2
V2355,2355,Auto,Average,Fatigue,30,2
V2356,2356,Car,Poor,Drunk Driving,59,2
V2357,2357,Bike,Average,Drunk Driving,48,2
V2358,2358,Bike,Good,Drunk Driving,42,5
V2359,2359,Truck,Poor,Overspeeding,53,1
V2360,2360,Bike,Good,Fatigue,23,3
V2361,2361,Bicycle,Good,Overspeeding,39,5
V2362,2362,Car,Average,Drunk Driving,55,2
V2363,2363,Auto,Poor,Normal,59,2
V2364,2364,Car,Good,Overspeeding,32,1
V2365,2365,Car,Poor,Drunk Driving,38,4
V2366,2366,Bike,Poor,Fatigue,54,3
V2367,2367,Auto,Average,Normal,45,3
V2368,2368,Van,Poor,Normal,51,3
V2369,2369,Car,Good,Drunk Driving,62,5
V2370,2370,Van,Good,Normal,44,5
V2371,2371,Van,Average,Distracted,47,1
V2372,2372,Bicycle,Average,Drunk Driving,31,3
V2373,2373,Truck,Average,Overspeeding,41,2
V2374,2374,Bicycle,Good,Normal,47,4
V2375,2375,Auto,Average,Fatigue,50,3
V2376,2376,Bike,Good,Overspeeding,58,2
V2377,2377,Car,Good,Fatigue,35,3
V2378,2378,Van,Average,Normal,59,5
V2379,2379,Truck,Good,Fatigue,37,1
V2380,2380,Auto,Good,Distracted,59,2
V2381,2381,Car,Good,Distracted,65,5
V2382,2382,Bus,Average,Distracted,20,3
V2383,2383,Bicycle,Good,Fatigue,48,4
V2384,2384,Bike,Good,Fatigue,52,3
V2385,2385,Bike,Average,Distracted,32,5
V2386,2386,Car,Average,Distracted,22,4
V2387,2387,Bus,Poor,Distracted,47,4
V2388,2388,Van,Average,Distracted,23,1
V2389,2389,Car,Poor,Normal,28,4
V2390,2390,Car,Average,Distracted,63,2
V2391,2391,Bus,Good,Overspeeding,18,2
V2392,2392,Bus,Average,Overspeeding,56,2
V2393,2393,Van,Poor,Overspeeding,31,3
V2394,2394,Auto,Average,Distracted,51,3
V2395,2395,Van,Average,Distracted,26,5
V2396,2396,Bicycle,Average,Normal,40,2
V2397,2397,Bus,Poor,Overspeeding,32,5
V2398,2398,Car,Average,Overspeeding,62,3
V2399,2399,Truck,Average,Distracted,51,3
V2400,2400,Car,Good,Overspeeding,59,3
V2401,2401,Auto,Poor,Overspeeding,29,3
V2402,2402,Auto,Average,Normal,37,2
V2403,2403,Car,Poor,Fatigue,65,4
V2404,2404,Bicycle,Good,Normal,20,1
V2405,2405,Truck,Average,Overspeeding,29,1
V2406,2406,Car,Average,Overspeeding,33,3
V2407,2407,Bike,Good,Normal,65,5
V2408,2408,Bicycle,Poor,Fatigue,24,2
V2409,2409,Bus,Average,Overspeeding,31,5
V2410,2410,Bike,Poor,Overspeeding,21,2
V2411,2411,Bike,Poor,Normal,28,1
V2412,2412,Car,Good,Drunk Driving,43,3
V2413,2413,Bike,Average,Distracted,56,5
V2414,2414,Car,Average,Overspeeding,63,4
V2415,2415,Van,Poor,Normal,54,3
V2416,2416,Bus,Average,Distracted,30,5
V2417,2417,Car,Average,Distracted,33,5
V2418,2418,Bicycle,Average,Distracted,45,3
V2419,2419,Truck,Poor,Fatigue,56,5
V2420,2420,Bus,Poor,Overspeeding,38,2
V2421,2421,Auto,Poor,Drunk Driving,46,5
V2422,2422,Bicycle,Average,Overspeeding,23,5
V2423,2423,Auto,Poor,Fatigue,64,3
V2424,2424,Van,Good,Drunk Driving,48,3
V2425,2425,Truck,Average,Fatigue,49,4
V2426,2426,Bicycle,Poor,Overspeeding,36,2
V2427,2427,Bus,Average,Drunk Driving,34,4
V2428,2428,Truck,Poor,Drunk Driving,26,1
V2429,2429,Bus,Good,Overspeeding,37,5
V2430,2430,Van,Good,Distracted,48,3
V2431,2431,Car,Poor,Drunk Driving,36,2
V2432,2432,Van,Average,Distracted,23,1
V2433,2433,Bicycle,Poor,Distracted,30,3
V2434,2434,Auto,Good,Drunk Driving,39,4
V2435,2435,Bicycle,Poor,Normal,57,5
V2436,2436,Truck,Average,Drunk Driving,23,3
V2437,2437,Truck,Poor,Normal,32,1
V2438,2438,Bus,Average,Overspeeding,20,1
V2439,2439,Bicycle,Poor,Drunk Driving,48,4
V2440,2440,Van,Good,Distracted,24,3
V2441,2441,Truck,Average,Fatigue,60,4
V2442,2442,Truck,Average,Overspeeding,40,2
V2443,2443,Van,Average,Distracted,24,1
V2444,2444,Truck,Good,Overspeeding,38,5
V2445,2445,Truck,Average,Fatigue,43,3
V2446,2446,Bicycle,Poor,Drunk Driving,54,4
V2447,2447,Car,Good,Distracted,40,1
V2448,2448,Truck,Average,Fatigue,19,2
V2449,2449,Auto,Good,Overspeeding,41,2
